Location (from NCBI, GRCh38 (hg38))	Cyto Location	Gene	Dosage Data	Gene Name	Gene MIM#	Phenotype	Inheritance	Phenotype MIM#	Chromosome	Start	End
chr1:102,876,473-103,108,522	1p21.1	COL11A1	Yes	collagen type XI alpha 1 chain	120280	Deafness, autosomal dominant 37	Autosomal dominant	618533	chr1	102876473	103108522
chr1:102,876,473-103,108,522	1p21.1	COL11A1	Yes	collagen type XI alpha 1 chain	120280	Fibrochondrogenesis 1	Autosomal recessive	228520	chr1	102876473	103108522
chr1:102,876,473-103,108,522	1p21.1	COL11A1	Yes	collagen type XI alpha 1 chain	120280	Marshall syndrome	Autosomal dominant	154780	chr1	102876473	103108522
chr1:102,876,473-103,108,522	1p21.1	COL11A1	Yes	collagen type XI alpha 1 chain	120280	Stickler syndrome, type II	Autosomal dominant	604841	chr1	102876473	103108522
chr1:108,134,043-108,200,343	1p13.3	SLC25A24	Yes	solute carrier family 25 member 24	608744	Fontaine progeroid syndrome	Autosomal dominant	612289	chr1	108134043	108200343
chr1:109,309,575-109,397,918	1p13.3|1p21.3-p13.1	SORT1	Yes	sortilin 1	602458	[Low density lipoprotein cholesterol level QTL6]	Autosomal dominant	613589	chr1	109309575	109397918
chr1:109,548,615-109,600,195	1p13.3	GNAI3	Yes	G protein subunit alpha i3	139370	Auriculocondylar syndrome 1	Autosomal dominant	602483	chr1	109548615	109600195
chr1:109,750,080-109,763,923	1p13.3	EPS8L3	Yes	EPS8 signaling adaptor L3	614989	?Hypotrichosis 5	Autosomal dominant	612841	chr1	109750080	109763923
chr1:110,593,580-110,631,440	1p13.3	KCNA2	Yes	potassium voltage-gated channel subfamily A member 2	176262	Developmental and epileptic encephalopathy 32	Autosomal dominant	616366	chr1	110593580	110631440
chr1:111,770,662-111,989,668	1p13.2	KCND3	Yes	potassium voltage-gated channel subfamily D member 3	605411	Brugada syndrome 9	Autosomal dominant	616399	chr1	111770662	111989668
chr1:111,770,662-111,989,668	1p13.2	KCND3	Yes	potassium voltage-gated channel subfamily D member 3	605411	Spinocerebellar ataxia 19	Autosomal dominant	607346	chr1	111770662	111989668
chr1:112,911,847-112,956,196	1p13.2	SLC16A1	Yes	solute carrier family 16 member 1	600682	Erythrocyte lactate transporter defect	Autosomal dominant	245340	chr1	112911847	112956196
chr1:112,911,847-112,956,196	1p13.2	SLC16A1	Yes	solute carrier family 16 member 1	600682	Hyperinsulinemic hypoglycemia, familial, 7	Autosomal dominant	610021	chr1	112911847	112956196
chr1:112,911,847-112,956,196	1p13.2	SLC16A1	Yes	solute carrier family 16 member 1	600682	Monocarboxylate transporter 1 deficiency	Autosomal dominant, Autosomal recessive	616095	chr1	112911847	112956196
chr1:113,813,811-113,871,759	1p13.2	PTPN22	Yes	protein tyrosine phosphatase non-receptor type 22	600716	{Diabetes, type 1, susceptibility to}	Autosomal recessive	222100	chr1	113813811	113871759
chr1:113,813,811-113,871,759	1p13.2	PTPN22	Yes	protein tyrosine phosphatase non-receptor type 22	600716	{Rheumatoid arthritis, susceptibility to}	Autosomal recessive	180300	chr1	113813811	113871759
chr1:113,813,811-113,871,759	1p13.2	PTPN22	Yes	protein tyrosine phosphatase non-receptor type 22	600716	{Systemic lupus erythematosus susceptibility to}	Autosomal dominant	152700	chr1	113813811	113871759
chr1:114,704,469-114,716,771	1p13.2	NRAS	Yes	NRAS proto-oncogene, GTPase	164790	?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic	Autosomal dominant	614470	chr1	114704469	114716771
chr1:114,704,469-114,716,771	1p13.2	NRAS	Yes	NRAS proto-oncogene, GTPase	164790	Colorectal cancer, somatic	Autosomal dominant	114500	chr1	114704469	114716771
chr1:114,704,469-114,716,771	1p13.2	NRAS	Yes	NRAS proto-oncogene, GTPase	164790	Epidermal nevus, somatic	Autosomal dominant	162900	chr1	114704469	114716771
chr1:114,704,469-114,716,771	1p13.2	NRAS	Yes	NRAS proto-oncogene, GTPase	164790	Melanocytic nevus syndrome, congenital, somatic	Autosomal dominant	137550	chr1	114704469	114716771
chr1:114,704,469-114,716,771	1p13.2	NRAS	Yes	NRAS proto-oncogene, GTPase	164790	Neurocutaneous melanosis, somatic	Autosomal dominant	249400	chr1	114704469	114716771
chr1:114,704,469-114,716,771	1p13.2	NRAS	Yes	NRAS proto-oncogene, GTPase	164790	Noonan syndrome 6	Autosomal dominant	613224	chr1	114704469	114716771
chr1:114,704,469-114,716,771	1p13.2	NRAS	Yes	NRAS proto-oncogene, GTPase	164790	Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic	Autosomal dominant	163200	chr1	114704469	114716771
chr1:114,704,469-114,716,771	1p13.2	NRAS	Yes	NRAS proto-oncogene, GTPase	164790	Thyroid carcinoma, follicular, somatic	Autosomal dominant	188470	chr1	114704469	114716771
chr1:115,641,970-115,698,221	1p13.1	VANGL1	Yes	VANGL planar cell polarity protein 1	610132	{Neural tube defects, susceptibility to}	Autosomal dominant	182940	chr1	115641970	115698221
chr1:115,641,970-115,698,221	1p13.1	VANGL1	Yes	VANGL planar cell polarity protein 1	610132	Caudal regression syndrome	Autosomal dominant	600145	chr1	115641970	115698221
chr1:116,373,244-116,404,774	1p13.1	ATP1A1	Yes	ATPase Na+/K+ transporting subunit alpha 1	182310	Charcot-Marie-Tooth disease, axonal, type 2DD	Autosomal dominant	618036	chr1	116373244	116404774
chr1:116,373,244-116,404,774	1p13.1	ATP1A1	Yes	ATPase Na+/K+ transporting subunit alpha 1	182310	Hypomagnesemia, seizures, and impaired intellectual development 2	Autosomal dominant	618314	chr1	116373244	116404774
chr1:119,911,553-120,069,662	1p12	NOTCH2	Yes	notch receptor 2	600275	Alagille syndrome 2	Autosomal dominant	610205	chr1	119911553	120069662
chr1:119,911,553-120,069,662	1p12	NOTCH2	Yes	notch receptor 2	600275	Hajdu-Cheney syndrome	Autosomal dominant	102500	chr1	119911553	120069662
chr1:143,200,001-147,500,000	1q21.1	DEL1q21	Yes	Chromosome 1q21.1 deletion syndrome	612474	Chromosome 1q21.1 deletion syndrome	Autosomal dominant, Isolated cases	612474	chr1	143200001	147500000
chr1:143,200,001-147,500,000	1q21.1	DUP1q21	Yes	Chromosome 1q21.1 duplication syndrome	612475	Chromosome 1q21.1 duplication syndrome	Autosomal dominant, Isolated cases	612475	chr1	143200001	147500000
chr1:147,756,199-147,773,351	1q21.2	GJA5	Yes	gap junction protein alpha 5	121013	Atrial fibrillation, familial, 11	Autosomal dominant	614049	chr1	147756199	147773351
chr1:147,756,199-147,773,351	1q21.2	GJA5	Yes	gap junction protein alpha 5	121013	Atrial standstill, digenic (GJA5/SCN5A)	Autosomal dominant	108770	chr1	147756199	147773351
chr1:147,902,795-147,914,486	1q21.2	GJA8	Yes	gap junction protein alpha 8	600897	Cataract 1, multiple types	Autosomal dominant	116200	chr1	147902795	147914486
chr1:149,390,621-149,471,833	1q21.2	NOTCH2NLC	Yes	notch 2 N-terminal like C	618025	Neuronal intranuclear inclusion disease	Autosomal dominant	603472	chr1	149390621	149471833
chr1:149,390,621-149,471,833	1q21.2	NOTCH2NLC	Yes	notch 2 N-terminal like C	618025	Oculopharyngodistal myopathy 3	Autosomal dominant	619473	chr1	149390621	149471833
chr1:149,390,621-149,471,833	1q21.2	NOTCH2NLC	Yes	notch 2 N-terminal like C	618025	Tremor, hereditary essential, 6	Autosomal dominant	618866	chr1	149390621	149471833
chr1:149,923,317-149,927,803	1q21.2	SF3B4	Yes	splicing factor 3b subunit 4	605593	Acrofacial dysostosis 1, Nager type	Autosomal dominant	154400	chr1	149923317	149927803
chr1:150,321,468-150,353,233	1q21.2	PRPF3	Yes	pre-mRNA processing factor 3	607301	Retinitis pigmentosa 18	Autosomal dominant	601414	chr1	150321468	150353233
chr1:151,281,522-151,292,176	1q21.3	ZNF687	Yes	zinc finger protein 687	610568	Paget disease of bone 6	Autosomal dominant	616833	chr1	151281522	151292176
chr1:151,291,797-151,327,715	1q21.3	PI4KB	Yes	phosphatidylinositol 4-kinase beta	602758	Deafness, autosomal dominant 87	Autosomal dominant	620281	chr1	151291797	151327715
chr1:151,402,724-151,459,494	1q21.3	POGZ	Yes	pogo transposable element derived with ZNF domain	614787	White-Sutton syndrome	Autosomal dominant	616364	chr1	151402724	151459494
chr1:152,302,165-152,325,239	1q21.3	FLG	Yes	filaggrin	135940	{Dermatitis, atopic, susceptibility to, 2}	Autosomal dominant	605803	chr1	152302165	152325239
chr1:152,302,165-152,325,239	1q21.3	FLG	Yes	filaggrin	135940	Ichthyosis vulgaris	Autosomal dominant, Autosomal recessive	146700	chr1	152302165	152325239
chr1:153,259,687-153,262,124	1q21.3	LORICRIN	Yes	loricrin cornified envelope precursor protein	152445	Vohwinkel syndrome with ichthyosis	Autosomal dominant	604117	chr1	153259687	153262124
chr1:153,804,725-153,922,972	1q21.3	GATAD2B	Yes	GATA zinc finger domain containing 2B	614998	GAND syndrome	Autosomal dominant	615074	chr1	153804725	153922972
chr1:153,990,762-153,992,155	1q21.3	RPS27	Yes	ribosomal protein S27	603702	?Diamond-Blackfan anemia 17	Autosomal dominant	617409	chr1	153990762	153992155
chr1:154,155,308-154,192,100	1q21.3	TPM3	Yes	tropomyosin 3	191030	Congenital myopathy 4A, autosomal dominant	Autosomal dominant	255310	chr1	154155308	154192100
chr1:154,155,308-154,192,100	1q21.3	TPM3	Yes	tropomyosin 3	191030	Congenital myopathy 4B, autosomal recessive	Autosomal recessive	609284	chr1	154155308	154192100
chr1:154,220,172-154,271,510	1q21.3	UBAP2L	Yes	ubiquitin associated protein 2 like	616472	Neurodevelopmental disorder with impaired language, behavioral abnormalities, and dysmorphic facies	Autosomal dominant	620494	chr1	154220172	154271510
chr1:154,582,057-154,627,997	1q21.3	ADAR	Yes	adenosine deaminase RNA specific	146920	Aicardi-Goutieres syndrome 6	Autosomal recessive	615010	chr1	154582057	154627997
chr1:154,582,057-154,627,997	1q21.3	ADAR	Yes	adenosine deaminase RNA specific	146920	Dyschromatosis symmetrica hereditaria	Autosomal dominant	127400	chr1	154582057	154627997
chr1:154,697,455-154,870,281	1q21.3	KCNN3	Yes	potassium calcium-activated channel subfamily N member 3	602983	Zimmermann-Laband syndrome 3	Autosomal dominant	618658	chr1	154697455	154870281
chr1:154,924,740-154,942,658	1q21.3	PMVK	Yes	phosphomevalonate kinase	607622	Porokeratosis 1, multiple types	Autosomal dominant	175800	chr1	154924740	154942658
chr1:155,185,824-155,192,915	1q22	MUC1	Yes	mucin 1, cell surface associated	158340	Tubulointerstitial kidney disease, autosomal dominant, 2	Autosomal dominant	174000	chr1	155185824	155192915
chr1:155,234,452-155,244,627	1q22	GBA1	Yes	glucosylceramidase beta 1	606463	{Lewy body dementia, susceptibility to}	Autosomal dominant	127750	chr1	155234452	155244627
chr1:155,234,452-155,244,627	1q22	GBA1	Yes	glucosylceramidase beta 1	606463	{Parkinson disease, late-onset, susceptibility to}	Autosomal dominant, Multifactorial	168600	chr1	155234452	155244627
chr1:155,234,452-155,244,627	1q22	GBA1	Yes	glucosylceramidase beta 1	606463	Gaucher disease, perinatal lethal	Autosomal recessive	608013	chr1	155234452	155244627
chr1:155,234,452-155,244,627	1q22	GBA1	Yes	glucosylceramidase beta 1	606463	Gaucher disease, type I	Autosomal recessive	230800	chr1	155234452	155244627
chr1:155,234,452-155,244,627	1q22	GBA1	Yes	glucosylceramidase beta 1	606463	Gaucher disease, type II	Autosomal recessive	230900	chr1	155234452	155244627
chr1:155,234,452-155,244,627	1q22	GBA1	Yes	glucosylceramidase beta 1	606463	Gaucher disease, type III	Autosomal recessive	231000	chr1	155234452	155244627
chr1:155,234,452-155,244,627	1q22	GBA1	Yes	glucosylceramidase beta 1	606463	Gaucher disease, type IIIC	Autosomal recessive	231005	chr1	155234452	155244627
chr1:155,289,293-155,308,654	1q22	PKLR	Yes	pyruvate kinase L/R	609712	Adenosine triphosphate, elevated, of erythrocytes	Autosomal dominant	102900	chr1	155289293	155308654
chr1:155,289,293-155,308,654	1q22	PKLR	Yes	pyruvate kinase L/R	609712	Pyruvate kinase deficiency	Autosomal recessive	266200	chr1	155289293	155308654
chr1:155,308,866-155,320,665	1q22	FDPS	Yes	farnesyl diphosphate synthase	134629	Porokeratosis 9, multiple types	Autosomal dominant	616631	chr1	155308866	155320665
chr1:155,335,268-155,563,202	1q22	ASH1L	Yes	ASH1 like histone lysine methyltransferase	607999	Intellectual developmental disorder, autosomal dominant 52	Autosomal dominant	617796	chr1	155335268	155563202
chr1:155,563,246-155,614,967	1q22	MSTO1	Yes	misato mitochondrial distribution and morphology regulator 1	617619	Myopathy, mitochondrial, and ataxia	Autosomal dominant, Autosomal recessive	617675	chr1	155563246	155614967
chr1:155,897,808-155,911,349	1q22	RIT1	Yes	Ras like without CAAX 1	609591	Noonan syndrome 8	Autosomal dominant	615355	chr1	155897808	155911349
chr1:156,082,573-156,140,081	1q22	LMNA	Yes	lamin A/C	150330	Cardiomyopathy, dilated, 1A	Autosomal dominant	115200	chr1	156082573	156140081
chr1:156,082,573-156,140,081	1q22	LMNA	Yes	lamin A/C	150330	Charcot-Marie-Tooth disease, type 2B1	Autosomal recessive	605588	chr1	156082573	156140081
chr1:156,082,573-156,140,081	1q22	LMNA	Yes	lamin A/C	150330	Emery-Dreifuss muscular dystrophy 2, autosomal dominant	Autosomal dominant	181350	chr1	156082573	156140081
chr1:156,082,573-156,140,081	1q22	LMNA	Yes	lamin A/C	150330	Emery-Dreifuss muscular dystrophy 3, autosomal recessive	Autosomal recessive	616516	chr1	156082573	156140081
chr1:156,082,573-156,140,081	1q22	LMNA	Yes	lamin A/C	150330	Heart-hand syndrome, Slovenian type	Autosomal dominant	610140	chr1	156082573	156140081
chr1:156,082,573-156,140,081	1q22	LMNA	Yes	lamin A/C	150330	Hutchinson-Gilford progeria	Autosomal dominant	176670	chr1	156082573	156140081
chr1:156,082,573-156,140,081	1q22	LMNA	Yes	lamin A/C	150330	Lipodystrophy, familial partial, type 2	Autosomal dominant	151660	chr1	156082573	156140081
chr1:156,082,573-156,140,081	1q22	LMNA	Yes	lamin A/C	150330	Malouf syndrome	Autosomal dominant	212112	chr1	156082573	156140081
chr1:156,082,573-156,140,081	1q22	LMNA	Yes	lamin A/C	150330	Mandibuloacral dysplasia	Autosomal recessive	248370	chr1	156082573	156140081
chr1:156,082,573-156,140,081	1q22	LMNA	Yes	lamin A/C	150330	Muscular dystrophy, congenital	Autosomal dominant	613205	chr1	156082573	156140081
chr1:156,082,573-156,140,081	1q22	LMNA	Yes	lamin A/C	150330	Restrictive dermopathy 2	Autosomal dominant	619793	chr1	156082573	156140081
chr1:158,610,704-158,686,715	1q23.1	SPTA1	Yes	spectrin alpha, erythrocytic 1	182860	Elliptocytosis-2	Autosomal dominant	130600	chr1	158610704	158686715
chr1:158,610,704-158,686,715	1q23.1	SPTA1	Yes	spectrin alpha, erythrocytic 1	182860	Pyropoikilocytosis	Autosomal recessive	266140	chr1	158610704	158686715
chr1:158,610,704-158,686,715	1q23.1	SPTA1	Yes	spectrin alpha, erythrocytic 1	182860	Spherocytosis, type 3	Autosomal recessive	270970	chr1	158610704	158686715
chr1:159,171,615-159,203,313	1q23.2	CADM3	Yes	cell adhesion molecule 3	609743	Charcot-Marie-Tooth disease, axonal, type 2FF	Autosomal dominant	619519	chr1	159171615	159203313
chr1:159,204,875-159,206,500	1q23.2	ACKR1	Yes	atypical chemokine receptor 1 (Duffy blood group)	613665	[Blood group, Duffy system]	Autosomal dominant, Autosomal recessive	110700	chr1	159204875	159206500
chr1:159,204,875-159,206,500	1q23.2	ACKR1	Yes	atypical chemokine receptor 1 (Duffy blood group)	613665	[White blood cell count QTL]	Autosomal recessive	611862	chr1	159204875	159206500
chr1:159,204,875-159,206,500	1q23.2	ACKR1	Yes	atypical chemokine receptor 1 (Duffy blood group)	613665	{Malaria, vivax, protection against}	Autosomal recessive	611162	chr1	159204875	159206500
chr1:160,115,759-160,143,591	1q23.2	ATP1A2	Yes	ATPase Na+/K+ transporting subunit alpha 2	182340	Alternating hemiplegia of childhood 1	Autosomal dominant	104290	chr1	160115759	160143591
chr1:160,115,759-160,143,591	1q23.2	ATP1A2	Yes	ATPase Na+/K+ transporting subunit alpha 2	182340	Developmental and epileptic encephalopathy 98	Autosomal dominant	619605	chr1	160115759	160143591
chr1:160,115,759-160,143,591	1q23.2	ATP1A2	Yes	ATPase Na+/K+ transporting subunit alpha 2	182340	Fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies	Autosomal recessive	619602	chr1	160115759	160143591
chr1:160,115,759-160,143,591	1q23.2	ATP1A2	Yes	ATPase Na+/K+ transporting subunit alpha 2	182340	Migraine, familial basilar	Autosomal dominant	602481	chr1	160115759	160143591
chr1:160,115,759-160,143,591	1q23.2	ATP1A2	Yes	ATPase Na+/K+ transporting subunit alpha 2	182340	Migraine, familial hemiplegic, 2	Autosomal dominant	602481	chr1	160115759	160143591
chr1:160,190,575-160,201,886	1q23.2	CASQ1	Yes	calsequestrin 1	114250	Myopathy, vacuolar, with CASQ1 aggregates	Autosomal dominant	616231	chr1	160190575	160201886
chr1:160,215,720-160,262,549	1q23.2	DCAF8	Yes	DDB1 and CUL4 associated factor 8	615820	?Giant axonal neuropathy 2, autosomal dominant	Autosomal dominant	610100	chr1	160215720	160262549
chr1:160,288,594-160,343,250	1q23.2	COPA	Yes	COPI coat complex subunit alpha	601924	{Autoimmune interstitial lung, joint, and kidney disease}	Autosomal dominant	616414	chr1	160288594	160343250
chr1:160,343,383-160,358,949	1q23.2	NCSTN	Yes	nicastrin	605254	Acne inversa, familial, 1	Autosomal dominant	142690	chr1	160343383	160358949
chr1:160,400,564-160,428,670	1q23.2	VANGL2	Yes	VANGL planar cell polarity protein 2	600533	Neural tube defects	Autosomal dominant	182940	chr1	160400564	160428670
chr1:161,165,728-161,178,013	1q23.3	PPOX	Yes	protoporphyrinogen oxidase	600923	Variegate porphyria	Autosomal dominant	176200	chr1	161165728	161178013
chr1:161,165,728-161,178,013	1q23.3	PPOX	Yes	protoporphyrinogen oxidase	600923	Variegate porphyria, childhood-onset	Autosomal recessive	620483	chr1	161165728	161178013
chr1:161,222,292-161,223,628	1q23.3	APOA2	Yes	apolipoprotein A2	107670	{Hypercholesterolemia, familial, modifier of}	Autosomal dominant, Autosomal recessive	143890	chr1	161222292	161223628
chr1:161,222,292-161,223,628	1q23.3	APOA2	Yes	apolipoprotein A2	107670	Apolipoprotein A-II deficiency	Autosomal dominant, Autosomal recessive	143890	chr1	161222292	161223628
chr1:161,303,600-161,309,968	1q23.3	MPZ	Yes	myelin protein zero	159440	Charcot-Marie-Tooth disease, dominant intermediate D	Autosomal dominant	607791	chr1	161303600	161309968
chr1:161,303,600-161,309,968	1q23.3	MPZ	Yes	myelin protein zero	159440	Charcot-Marie-Tooth disease, type 1B	Autosomal dominant	118200	chr1	161303600	161309968
chr1:161,303,600-161,309,968	1q23.3	MPZ	Yes	myelin protein zero	159440	Charcot-Marie-Tooth disease, type 2I	Autosomal dominant	607677	chr1	161303600	161309968
chr1:161,303,600-161,309,968	1q23.3	MPZ	Yes	myelin protein zero	159440	Charcot-Marie-Tooth disease, type 2J	Autosomal dominant	607736	chr1	161303600	161309968
chr1:161,303,600-161,309,968	1q23.3	MPZ	Yes	myelin protein zero	159440	Dejerine-Sottas disease	Autosomal dominant, Autosomal recessive	145900	chr1	161303600	161309968
chr1:161,303,600-161,309,968	1q23.3	MPZ	Yes	myelin protein zero	159440	Hypomyelinating neuropathy, congenital, 2	Autosomal dominant	618184	chr1	161303600	161309968
chr1:161,303,600-161,309,968	1q23.3	MPZ	Yes	myelin protein zero	159440	Roussy-Levy syndrome	Autosomal dominant	180800	chr1	161303600	161309968
chr1:161,314,381-161,363,206	1q23.3	SDHC	Yes	succinate dehydrogenase complex subunit C	602413	Gastrointestinal stromal tumor	Autosomal dominant, Isolated cases	606764	chr1	161314381	161363206
chr1:161,314,381-161,363,206	1q23.3	SDHC	Yes	succinate dehydrogenase complex subunit C	602413	Paraganglioma and gastric stromal sarcoma	Autosomal dominant, Isolated cases	606864	chr1	161314381	161363206
